PRODUCT_TABLE,QUERY,GEO,ITERATION,COUNT
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,4,5
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,5,7
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,6,5
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,7,16
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,8,1
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,9,2
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,10,8
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,11,12
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,12,7
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,13,8
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,14,10
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,15,5
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,16,5
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,17,9
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,18,9
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,19,8
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,20,7
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,21,9
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,22,8
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,23,5
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,24,9
PL94 P1,P0010005: AIAN alone,ST-ELEM: 17-42570,25,8
